ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
410,Vanya Bhat,Female,North,Tamil Nadu,137376,JOINT,PASSPORT,Um0735aTOw,Commercial,10,6/27/2025,6/29/2025,7/1/2025,Approved,4163,Hunar Maharaj,Installation completed
411,Samiha Dhingra,Male,South,Tamil Nadu,474707,INDIVIDUAL,AADHAR,cD7423KnrF,Residential,5,7/10/2025,7/12/2025,7/13/2025,Connection Released,8883,Tarini Kata,Installation completed
412,Vritika Barad,Male,West,Tamil Nadu,797193,JOINT,VOTER_ID,lJ9716qagW,Residential,9,7/16/2025,7/24/2025,7/28/2025,Pending,1389,Saira Sathe,Documents Verification in progress
413,Alia Gandhi,Male,South,Tamil Nadu,791677,INDIVIDUAL,AADHAR,uP1312yITJ,Residential,4,5/18/2025,5/20/2025,5/23/2025,Connection Released,7331,Mehul Majumdar,Documents Verification in progress
414,Hansh Saraf,Female,North,Tamil Nadu,423073,INDIVIDUAL,AADHAR,zu1807KJmj,Commercial,9,7/18/2025,7/22/2025,7/25/2025,Approved,3731,Dharmajan Hora,Documents Verification in progress
415,Zeeshan Grover,Male,East,Tamil Nadu,770518,INDIVIDUAL,PASSPORT,Fq9217yeFw,Residential,5,6/8/2025,6/18/2025,6/21/2025,Approved,2348,Samaira Mammen,Installation completed
416,Samarth Chanda,Female,North,Tamil Nadu,224173,INDIVIDUAL,PASSPORT,XX8160LOgg,Commercial,6,6/24/2025,6/27/2025,7/1/2025,Rejected,6897,Aarush Goyal,Documents Verification in progress
417,Ishaan Arya,Female,South,Tamil Nadu,18584,JOINT,PAN,LC8850IFuF,Commercial,10,6/29/2025,7/7/2025,7/10/2025,Pending,6631,Darshit Gulati,Documents Verification in progress
418,Aaryahi Krishna,Female,West,Tamil Nadu,701814,INDIVIDUAL,PASSPORT,Qm6752dGMN,Commercial,4,6/17/2025,6/24/2025,6/29/2025,Pending,2234,Aarav Lata,Installation completed
419,Mahika Varughese,Male,South,Tamil Nadu,815001,INDIVIDUAL,VOTER_ID,Nv8733opUS,Residential,4,4/29/2025,5/2/2025,5/3/2025,Connection Released,7118,Anika Dara,Installation completed
420,Kashvi Mannan,Male,West,Tamil Nadu,231507,JOINT,PASSPORT,xp6835jtiL,Commercial,2,5/19/2025,5/29/2025,6/2/2025,Pending,2110,Kaira Sekhon,Installation completed
421,Vivaan Khalsa,Male,South,Tamil Nadu,626967,INDIVIDUAL,AADHAR,Jz6649cNkW,Residential,6,7/8/2025,7/13/2025,7/16/2025,Connection Released,2907,Navya Comar,KYC failed
422,Drishya Dutta,Female,East,Tamil Nadu,750807,INDIVIDUAL,AADHAR,XX1932AYxA,Commercial,8,5/4/2025,5/13/2025,5/14/2025,Approved,2146,Kaira Kohli,Documents Verification in progress
423,Piya Sridhar,Female,South,Tamil Nadu,233764,JOINT,PASSPORT,Tv1433bRIq,Residential,6,5/17/2025,5/21/2025,5/26/2025,Approved,5056,Aaryahi Mann,KYC failed
424,Anay Raju,Male,East,Tamil Nadu,233382,JOINT,VOTER_ID,xA1439XSmi,Commercial,4,5/13/2025,5/15/2025,5/20/2025,Rejected,9059,Dharmajan Lalla,Installation pending
425,Myra Soni,Female,North,Tamil Nadu,954099,JOINT,AADHAR,Cv4661ABpt,Commercial,3,7/13/2025,7/22/2025,7/25/2025,Approved,5378,Jivika Sandhu,Installation completed
426,Tara Behl,Female,West,Tamil Nadu,218954,INDIVIDUAL,PAN,Uc2393Kkuv,Residential,6,5/3/2025,5/11/2025,5/15/2025,Connection Released,3197,Taimur Chada,Installation completed
427,Kaira Dada,Female,North,Tamil Nadu,815689,INDIVIDUAL,AADHAR,nZ7443uPgr,Commercial,5,6/9/2025,6/15/2025,6/16/2025,Approved,5264,Anay Dutta,Documents Verification in progress
428,Ahana  Bava,Male,West,Tamil Nadu,131427,JOINT,PASSPORT,xd6981fgRw,Residential,5,5/30/2025,6/9/2025,6/13/2025,Rejected,7365,Drishya Chokshi,Installation completed
429,Zaina Tailor,Male,North,Tamil Nadu,630753,INDIVIDUAL,PAN,Rf2690Aekm,Residential,7,6/10/2025,6/20/2025,6/21/2025,Connection Released,2125,Prisha Mane,Installation pending
430,Saira Rajagopalan,Male,East,Tamil Nadu,379553,JOINT,AADHAR,jt3014cOZo,Residential,9,6/2/2025,6/9/2025,6/10/2025,Connection Released,6104,Divij Sathe,Installation completed
431,Ayesha Chad,Male,West,Tamil Nadu,689064,JOINT,PASSPORT,Ev1554WUAu,Residential,6,7/6/2025,7/10/2025,7/11/2025,Rejected,5738,Mannat Dixit,Installation completed
432,Faiyaz Bal,Female,South,Tamil Nadu,756715,JOINT,AADHAR,MT4557UwkN,Residential,6,4/15/2025,4/24/2025,4/25/2025,Pending,7335,Devansh Gala,Installation completed
433,Samiha Ghose,Male,South,Tamil Nadu,740012,INDIVIDUAL,VOTER_ID,iu5651yPKM,Residential,10,5/31/2025,6/6/2025,6/8/2025,Rejected,1078,Taran Dar,Documents Verification in progress
434,Shaan Sidhu,Male,West,Tamil Nadu,53184,JOINT,AADHAR,Cy7751EhPM,Commercial,7,5/24/2025,5/25/2025,5/29/2025,Rejected,2531,Amira Bhalla,Installation completed
435,Devansh Keer,Male,North,Tamil Nadu,88146,JOINT,AADHAR,mN5559bIjy,Commercial,4,4/29/2025,5/9/2025,5/14/2025,Rejected,7025,Vritika Saxena,Installation completed
436,Emir Devi,Male,East,Tamil Nadu,564805,INDIVIDUAL,AADHAR,sN6375dcqQ,Residential,3,6/11/2025,6/13/2025,6/16/2025,Rejected,1835,Aayush Chandra,Documents Verification in progress
437,Madhav Shere,Female,East,Tamil Nadu,682739,JOINT,AADHAR,sc7043uXqd,Commercial,9,7/20/2025,7/22/2025,7/23/2025,Connection Released,3444,Misha Aggarwal,KYC failed
438,Riya Chaudhary,Female,South,Tamil Nadu,709790,INDIVIDUAL,AADHAR,mB1997JhAB,Residential,2,6/1/2025,6/10/2025,6/14/2025,Rejected,4308,Rania Chaudhry,Installation pending
439,Chirag Kari,Male,West,Tamil Nadu,244548,JOINT,PASSPORT,bV9788mCPS,Residential,5,7/20/2025,7/29/2025,8/2/2025,Approved,6863,Jiya Babu,Installation pending
440,Reyansh Dara,Female,West,Tamil Nadu,875819,JOINT,VOTER_ID,Xh1516QWxp,Residential,2,6/27/2025,6/28/2025,7/3/2025,Pending,9699,Ivan Mallick,KYC failed
441,Ivan Chokshi,Female,West,Tamil Nadu,193618,JOINT,PAN,cB4597KjAN,Residential,5,4/28/2025,5/8/2025,5/11/2025,Pending,4045,Aaina Sani,KYC failed
442,Sana Ben,Male,North,Tamil Nadu,583608,INDIVIDUAL,VOTER_ID,aL5588tJhJ,Residential,10,4/28/2025,5/5/2025,5/7/2025,Connection Released,1587,Parinaaz Suresh,Installation pending
443,Kanav Karan,Male,South,Tamil Nadu,953538,INDIVIDUAL,VOTER_ID,Cz3354PytL,Commercial,2,7/13/2025,7/18/2025,7/20/2025,Rejected,7490,Aaryahi Lala,Installation completed
444,Zeeshan Keer,Male,West,Tamil Nadu,732515,JOINT,AADHAR,UM2145zObO,Commercial,8,5/10/2025,5/16/2025,5/19/2025,Rejected,7693,Ela Vig,Installation pending
445,Akarsh Basak,Male,South,Tamil Nadu,192976,INDIVIDUAL,PASSPORT,mY1870OCai,Commercial,5,4/21/2025,4/25/2025,4/27/2025,Pending,9750,Renee Dutta,Installation completed
446,Prisha Johal,Female,West,Tamil Nadu,942853,JOINT,AADHAR,kN6804PAzP,Commercial,7,7/10/2025,7/18/2025,7/21/2025,Rejected,2485,Neysa Kade,Installation pending
447,Prerak Kala,Female,South,Tamil Nadu,175200,JOINT,PAN,Ts3672Csxg,Commercial,8,5/27/2025,5/31/2025,6/2/2025,Approved,9503,Mehul Chaudhary,Installation pending
448,Eva Vaidya,Male,West,Tamil Nadu,882688,JOINT,AADHAR,pL5887Zlbx,Commercial,2,6/19/2025,6/27/2025,7/2/2025,Rejected,3332,Aradhya Mann,Installation pending
449,Riaan Rama,Male,South,Tamil Nadu,169082,INDIVIDUAL,VOTER_ID,AP2685SUGT,Residential,1,4/27/2025,5/4/2025,5/5/2025,Rejected,4777,Alia Jani,KYC failed
450,Vedika Chaudry,Female,North,Tamil Nadu,467699,INDIVIDUAL,PASSPORT,MI7089IWng,Residential,1,5/6/2025,5/16/2025,5/18/2025,Pending,6792,Myra Mani,Installation pending
451,Ehsaan Savant,Male,West,Tamil Nadu,47128,INDIVIDUAL,PAN,mh2327aupF,Residential,3,7/4/2025,7/6/2025,7/8/2025,Approved,7119,Suhana Kar,Documents Verification in progress
452,Ela Lall,Male,East,Tamil Nadu,991097,INDIVIDUAL,AADHAR,bB4941pXPx,Commercial,8,5/13/2025,5/14/2025,5/18/2025,Pending,1141,Kartik Chad,Installation pending
453,Chirag Brahmbhatt,Female,South,Tamil Nadu,995566,INDIVIDUAL,AADHAR,Km1524FPjE,Commercial,7,6/11/2025,6/20/2025,6/23/2025,Connection Released,5226,Shlok Loyal,Documents Verification in progress
454,Suhana Mander,Male,South,Tamil Nadu,390324,JOINT,PASSPORT,cF8023PeHA,Residential,6,7/6/2025,7/10/2025,7/14/2025,Connection Released,8153,Vritika Bose,KYC failed
455,Samarth Hari,Male,North,Tamil Nadu,887557,JOINT,PASSPORT,Gh0753VBjA,Commercial,4,7/2/2025,7/4/2025,7/6/2025,Rejected,1742,Aarna Vora,Installation completed
456,Prisha Lalla,Female,West,Tamil Nadu,547012,INDIVIDUAL,PASSPORT,pq2181AZAC,Commercial,8,4/28/2025,4/29/2025,5/3/2025,Rejected,9054,Dhanush Yohannan,Installation completed
457,Ira Acharya,Female,South,Tamil Nadu,217080,JOINT,PAN,nJ0030fnbx,Residential,5,4/16/2025,4/23/2025,4/26/2025,Rejected,7370,Aarav Babu,Documents Verification in progress
458,Vedika Gill,Female,North,Tamil Nadu,527911,INDIVIDUAL,VOTER_ID,Uh0131zebS,Residential,5,4/26/2025,4/30/2025,5/5/2025,Pending,4483,Dishani Sankaran,Installation completed
459,Ahana  Doshi,Male,West,Tamil Nadu,103809,INDIVIDUAL,AADHAR,gW2260qPGr,Commercial,1,5/3/2025,5/12/2025,5/14/2025,Approved,9840,Darshit Swaminathan,Installation pending
460,Manikya Sahni,Female,South,Tamil Nadu,587495,JOINT,VOTER_ID,GY6978FxVa,Commercial,1,7/9/2025,7/11/2025,7/12/2025,Approved,2084,Bhamini Babu,Installation pending
461,Samiha Bhatia,Male,East,Tamil Nadu,976705,JOINT,VOTER_ID,My6394PLrM,Residential,6,6/9/2025,6/19/2025,6/20/2025,Pending,1546,Darshit Reddy,Documents Verification in progress
462,Vidur Chowdhury,Female,West,Tamil Nadu,216951,JOINT,VOTER_ID,cx1802XPHL,Commercial,6,7/10/2025,7/16/2025,7/21/2025,Connection Released,4421,Anvi Sant,Installation pending
463,Prerak Dey,Male,East,Tamil Nadu,669355,INDIVIDUAL,PAN,Un1886QSYT,Commercial,10,5/13/2025,5/16/2025,5/17/2025,Rejected,4263,Indrans Setty,Documents Verification in progress
464,Romil Dara,Male,East,Tamil Nadu,831091,INDIVIDUAL,VOTER_ID,Pu3472oOrp,Residential,3,6/7/2025,6/13/2025,6/14/2025,Pending,6949,Raghav Konda,Installation pending
465,Anahita Seshadri,Male,South,Tamil Nadu,449949,JOINT,AADHAR,sB9649Okpm,Commercial,10,5/21/2025,5/23/2025,5/25/2025,Connection Released,2764,Nakul Keer,Installation completed
466,Alisha Kaul,Male,North,Tamil Nadu,1193,INDIVIDUAL,AADHAR,qQ0998KCkp,Commercial,7,7/23/2025,7/24/2025,7/28/2025,Rejected,9772,Tarini Sethi,Documents Verification in progress
467,Yakshit Batra,Male,South,Tamil Nadu,266230,JOINT,VOTER_ID,kC0979ysun,Residential,2,4/15/2025,4/20/2025,4/22/2025,Approved,5532,Divyansh Singh,Documents Verification in progress
468,Yasmin Dube,Male,West,Tamil Nadu,705326,JOINT,PASSPORT,ur7674Beka,Residential,9,4/25/2025,4/27/2025,5/2/2025,Pending,5225,Umang Sha,Installation completed
469,Shamik Mannan,Male,East,Tamil Nadu,199908,JOINT,AADHAR,Bu6157xHkS,Commercial,9,7/5/2025,7/15/2025,7/17/2025,Pending,7540,Samiha Manne,Documents Verification in progress
470,Rohan Karpe,Male,East,Tamil Nadu,506622,JOINT,PAN,Li0809kHpu,Commercial,2,5/12/2025,5/17/2025,5/20/2025,Rejected,4890,Onkar Andra,Documents Verification in progress
471,Jayant Sarraf,Male,South,Tamil Nadu,656434,INDIVIDUAL,PASSPORT,XG7283ynMt,Residential,8,7/2/2025,7/9/2025,7/13/2025,Approved,9519,Siya Master,KYC failed
472,Hazel Wadhwa,Male,East,Tamil Nadu,486676,INDIVIDUAL,PAN,QN0098bVZI,Residential,8,5/28/2025,6/6/2025,6/11/2025,Approved,8470,Divyansh Dyal,Installation completed
473,Riya Doshi,Male,East,Tamil Nadu,631349,INDIVIDUAL,PASSPORT,Hl5637ZbQh,Commercial,6,4/27/2025,4/30/2025,5/1/2025,Pending,9752,Alia Tata,KYC failed
474,Piya Chaudhari,Male,North,Tamil Nadu,643828,JOINT,PASSPORT,rq1408rLgg,Commercial,5,6/19/2025,6/29/2025,7/3/2025,Connection Released,3357,Mehul Bail,KYC failed
475,Yasmin Bawa,Female,North,Tamil Nadu,122543,JOINT,VOTER_ID,Yv6554NmoF,Residential,9,5/1/2025,5/4/2025,5/9/2025,Connection Released,1134,Jivin Jaggi,Installation pending
476,Taran Bhat,Female,East,Tamil Nadu,184959,JOINT,AADHAR,bj9363WwHu,Commercial,1,5/20/2025,5/29/2025,5/31/2025,Connection Released,7501,Navya Shankar,Installation pending
477,Mohanlal Khosla,Male,South,Tamil Nadu,429640,JOINT,PAN,Vs7534tyCF,Commercial,10,6/25/2025,6/28/2025,7/3/2025,Approved,1553,Yakshit Bhattacharyya,KYC failed
478,Tiya Savant,Male,North,Tamil Nadu,516826,JOINT,VOTER_ID,EM9384ysiO,Residential,1,6/30/2025,7/1/2025,7/6/2025,Pending,2508,Ehsaan Rajan,KYC failed
479,Pihu Dash,Male,South,Tamil Nadu,115946,INDIVIDUAL,AADHAR,dA3079unCa,Residential,4,6/24/2025,6/25/2025,6/26/2025,Connection Released,8543,Aaryahi Dara,KYC failed
480,Shlok Chauhan,Male,West,Tamil Nadu,632873,INDIVIDUAL,PAN,fk8271aeBj,Commercial,4,5/5/2025,5/9/2025,5/14/2025,Connection Released,2263,Baiju Jain,Installation pending
481,Ishita Tella,Male,West,Tamil Nadu,36131,JOINT,PASSPORT,Fl8050UnuW,Commercial,10,5/26/2025,5/29/2025,5/30/2025,Pending,5691,Damini Chowdhury,Installation completed
482,Faiyaz Sandhu,Male,North,Tamil Nadu,54908,INDIVIDUAL,AADHAR,JP9315GazE,Commercial,4,6/20/2025,6/22/2025,6/24/2025,Pending,7784,Biju Gola,Documents Verification in progress
483,Rhea Banerjee,Male,East,Tamil Nadu,223407,JOINT,PASSPORT,uk2753niAj,Residential,6,5/9/2025,5/16/2025,5/18/2025,Approved,8894,Sana Bhandari,Installation pending
484,Vritika Walla,Female,West,Tamil Nadu,296671,JOINT,AADHAR,uE8658WKud,Commercial,8,6/17/2025,6/21/2025,6/23/2025,Rejected,7607,Manikya Sachar,Installation pending
485,Hazel Mahajan,Male,North,Tamil Nadu,601219,JOINT,VOTER_ID,ru4278Xgvl,Residential,9,5/22/2025,5/23/2025,5/27/2025,Approved,9676,Raunak Mammen,Installation pending
486,Rati Contractor,Male,West,Tamil Nadu,744553,INDIVIDUAL,AADHAR,Xd1674yHtU,Residential,2,6/14/2025,6/18/2025,6/21/2025,Rejected,7169,Alisha Anne,Installation completed
487,Ivan Ramaswamy,Female,North,Tamil Nadu,633601,INDIVIDUAL,PAN,Xw7561AcKe,Residential,9,7/7/2025,7/15/2025,7/18/2025,Approved,5226,Azad Chaudhary,Documents Verification in progress
488,Khushi Chacko,Male,East,Tamil Nadu,623161,INDIVIDUAL,AADHAR,QR4083fCkj,Commercial,6,5/10/2025,5/16/2025,5/20/2025,Pending,3843,Anika Dash,Installation completed
489,Kimaya Bhat,Male,West,Tamil Nadu,748178,INDIVIDUAL,AADHAR,pG4626rvLa,Residential,9,7/15/2025,7/16/2025,7/20/2025,Connection Released,6488,Tushar Gaba,Installation completed
490,Aayush Chaudhari,Female,North,Tamil Nadu,738188,JOINT,PASSPORT,wC7034MZLN,Commercial,6,4/19/2025,4/21/2025,4/22/2025,Pending,9153,Kartik Sha,Installation completed
491,Gokul Thaman,Male,South,Tamil Nadu,443762,JOINT,VOTER_ID,MU0494mElK,Commercial,5,4/16/2025,4/24/2025,4/26/2025,Connection Released,1531,Anya Dass,Installation pending
492,Bhamini Gola,Male,South,Tamil Nadu,42983,INDIVIDUAL,PAN,Od2935suSP,Residential,1,5/23/2025,5/30/2025,6/4/2025,Rejected,2338,Ishaan Wason,Installation completed
493,Priyansh Chaudhary,Female,East,Tamil Nadu,637763,INDIVIDUAL,AADHAR,Dm3269liEt,Residential,7,6/19/2025,6/28/2025,7/1/2025,Rejected,7344,Yakshit Jhaveri,Installation completed
494,Pari Gade,Male,East,Tamil Nadu,210,JOINT,PASSPORT,XO6629IUVx,Commercial,7,5/22/2025,5/26/2025,5/28/2025,Approved,7832,Drishya Arora,Documents Verification in progress
495,Nirvi Dubey,Male,North,Tamil Nadu,637006,INDIVIDUAL,PAN,EV7712ZfuP,Residential,7,5/3/2025,5/13/2025,5/15/2025,Rejected,3867,Nayantara Lal,Documents Verification in progress
496,Pranay Sachdeva,Female,West,Tamil Nadu,8459,JOINT,VOTER_ID,Lx9518IvUI,Residential,8,7/9/2025,7/17/2025,7/18/2025,Approved,2659,Adira Kurian,KYC failed
497,Madhav Mani,Female,South,Tamil Nadu,24614,JOINT,PAN,Ib6592avKx,Residential,3,6/16/2025,6/25/2025,6/28/2025,Rejected,2135,Saksham Malhotra,Installation completed
498,Prisha Randhawa,Male,East,Tamil Nadu,595652,JOINT,VOTER_ID,Wg3961sgzm,Residential,6,5/12/2025,5/21/2025,5/26/2025,Approved,9238,Vidur Wadhwa,Installation pending
499,Sara Rege,Female,South,Tamil Nadu,342394,JOINT,AADHAR,Ft0162OmXR,Residential,3,6/20/2025,6/23/2025,6/26/2025,Approved,5113,Rasha Raj,Documents Verification in progress
500,Vritika Walla,Male,East,Tamil Nadu,888059,JOINT,VOTER_ID,uW6116woql,Commercial,8,5/5/2025,5/15/2025,5/20/2025,Connection Released,5025,Ishaan Chakraborty,Installation pending
501,Yuvaan Rajan,Female,East,Tamil Nadu,959667,INDIVIDUAL,PASSPORT,LY4927JPZU,Residential,8,7/2/2025,7/5/2025,7/9/2025,Approved,8009,Anahita Choudhury,Installation completed
502,Aniruddh Dubey,Female,North,Tamil Nadu,306635,JOINT,PASSPORT,Fo3284iCbo,Commercial,9,7/17/2025,7/25/2025,7/27/2025,Rejected,5364,Siya Gola,Installation completed
503,Prisha Uppal,Male,West,Tamil Nadu,79913,JOINT,PAN,cq7714YpHa,Residential,9,7/18/2025,7/21/2025,7/24/2025,Approved,6309,Kaira Jayaraman,Installation pending
504,Yasmin Varughese,Female,South,Tamil Nadu,574402,INDIVIDUAL,PASSPORT,sk1272GVnL,Residential,5,7/5/2025,7/12/2025,7/16/2025,Rejected,6976,Vaibhav Ganesan,Installation pending
505,Biju Sagar,Female,East,Tamil Nadu,401332,JOINT,VOTER_ID,yA7708wino,Commercial,7,6/9/2025,6/11/2025,6/15/2025,Connection Released,8270,Ojas Babu,Installation pending
506,Lavanya Kari,Male,South,Tamil Nadu,586967,JOINT,AADHAR,gq0295wmjL,Residential,6,6/8/2025,6/17/2025,6/22/2025,Approved,4921,Yakshit Mammen,Installation completed
507,Manjari Mahajan,Female,North,Tamil Nadu,301113,INDIVIDUAL,VOTER_ID,LV3344uxlh,Commercial,1,5/10/2025,5/13/2025,5/18/2025,Rejected,9982,Kiara Shah,Documents Verification in progress
508,Vihaan Mall,Male,West,Tamil Nadu,768504,JOINT,PAN,nN3081YxRF,Commercial,9,6/17/2025,6/19/2025,6/20/2025,Approved,2019,Saksham Dhingra,Documents Verification in progress
509,Shray Wagle,Female,North,Tamil Nadu,654222,JOINT,PAN,Bd3050aDiR,Residential,8,5/24/2025,5/31/2025,6/2/2025,Rejected,7631,Dhruv Seshadri,Installation pending
510,Divyansh Varma,Male,South,Tamil Nadu,478691,INDIVIDUAL,VOTER_ID,Qs9279XXGB,Residential,8,6/1/2025,6/3/2025,6/8/2025,Pending,3992,Mannat Shroff,Documents Verification in progress
511,Alisha Suresh,Female,East,Tamil Nadu,497265,INDIVIDUAL,PAN,Jv4338OqUb,Commercial,10,6/13/2025,6/16/2025,6/20/2025,Pending,1419,Baiju Konda,Installation completed
512,Rohan Bakshi,Male,South,Tamil Nadu,627021,JOINT,PASSPORT,Cb0249FEDk,Commercial,6,5/25/2025,5/30/2025,5/31/2025,Connection Released,6138,Raunak Varghese,Installation completed
513,Zara Chadha,Female,South,Tamil Nadu,824219,INDIVIDUAL,VOTER_ID,fe6950hUuV,Commercial,4,5/13/2025,5/14/2025,5/16/2025,Connection Released,1131,Farhan Keer,Documents Verification in progress
514,Samiha Vig,Male,South,Tamil Nadu,555288,INDIVIDUAL,VOTER_ID,wP5401ASbR,Residential,7,6/20/2025,6/25/2025,6/28/2025,Pending,3336,Hrishita Kalita,Installation completed
515,Mehul Din,Female,South,Tamil Nadu,893397,INDIVIDUAL,AADHAR,yM1132Ropi,Commercial,4,4/28/2025,5/5/2025,5/7/2025,Pending,2047,Kartik Samra,KYC failed
516,Baiju Wason,Male,North,Tamil Nadu,658692,JOINT,PASSPORT,Df8319CxDs,Commercial,10,7/2/2025,7/10/2025,7/15/2025,Pending,2398,Vritika Apte,Installation completed
517,Vivaan Ramachandran,Male,South,Tamil Nadu,163337,INDIVIDUAL,AADHAR,RN0259lQic,Residential,2,5/16/2025,5/21/2025,5/26/2025,Rejected,8054,Mahika Das,Installation pending
518,Nirvaan Mall,Male,West,Tamil Nadu,542258,INDIVIDUAL,PAN,bd0490IUJp,Residential,9,7/12/2025,7/20/2025,7/24/2025,Connection Released,9448,Tejas Lanka,Installation completed
519,Nehmat Deol,Female,North,Tamil Nadu,669478,INDIVIDUAL,AADHAR,ru1275hJLl,Commercial,8,6/21/2025,6/22/2025,6/26/2025,Connection Released,1771,Gokul Agrawal,KYC failed
520,Kismat Dhar,Male,North,Tamil Nadu,543414,INDIVIDUAL,VOTER_ID,Qg5384Ywzo,Commercial,10,5/2/2025,5/7/2025,5/11/2025,Pending,8654,Dhanush Gara,KYC failed
521,Samaira Bobal,Female,East,Tamil Nadu,183967,INDIVIDUAL,PASSPORT,PK0077HUWY,Residential,7,6/29/2025,7/7/2025,7/11/2025,Pending,6759,Khushi Krishnamurthy,Documents Verification in progress
522,Romil Jani,Female,East,Tamil Nadu,284260,INDIVIDUAL,PAN,Uz8900QRnt,Commercial,4,5/30/2025,6/5/2025,6/7/2025,Rejected,2360,Oorja Devan,KYC failed
523,Ahana  Ramakrishnan,Female,West,Tamil Nadu,643967,JOINT,PASSPORT,HL6333FTMN,Residential,5,6/7/2025,6/17/2025,6/18/2025,Pending,6887,Rati Tailor,Installation pending
524,Saira Hayer,Female,East,Tamil Nadu,756874,INDIVIDUAL,AADHAR,xT8494srhb,Residential,10,5/17/2025,5/22/2025,5/24/2025,Approved,7398,Tanya Bhatti,Installation pending
525,Indrajit Divan,Male,North,Tamil Nadu,465409,JOINT,PASSPORT,CJ1439cMrt,Residential,8,6/5/2025,6/13/2025,6/17/2025,Rejected,7019,Ishaan Bahri,Installation pending
526,Reyansh Sridhar,Female,North,Tamil Nadu,947591,JOINT,AADHAR,lG4079XXwS,Commercial,8,4/16/2025,4/22/2025,4/24/2025,Connection Released,1407,Mehul Bail,Installation pending
527,Kimaya Randhawa,Male,East,Tamil Nadu,595437,JOINT,AADHAR,If0324PrZT,Residential,10,7/7/2025,7/15/2025,7/16/2025,Rejected,9575,Kanav Sharma,Installation completed
528,Darshit Tiwari,Male,South,Tamil Nadu,919832,INDIVIDUAL,AADHAR,uc5533xRoJ,Residential,7,7/3/2025,7/5/2025,7/8/2025,Pending,2048,Nakul Kapadia,Installation pending
529,Jayesh Buch,Male,North,Tamil Nadu,936929,INDIVIDUAL,AADHAR,pW0871OIsj,Commercial,8,6/2/2025,6/12/2025,6/17/2025,Connection Released,7185,Dharmajan Gopal,Documents Verification in progress
530,Aarna Mane,Female,South,Tamil Nadu,327983,INDIVIDUAL,PAN,kx9694buzL,Residential,9,6/26/2025,7/5/2025,7/10/2025,Rejected,4918,Pari Sankar,Documents Verification in progress
531,Zara Bandi,Female,West,Tamil Nadu,638135,INDIVIDUAL,PAN,ku4388ahWh,Commercial,9,4/29/2025,5/9/2025,5/12/2025,Pending,7260,Samaira Buch,Installation pending
532,Kabir Dutta,Female,South,Tamil Nadu,19886,JOINT,PASSPORT,vH6279nUzE,Commercial,4,5/18/2025,5/20/2025,5/25/2025,Connection Released,9328,Eshani Sood,Installation completed
533,Anvi Trivedi,Female,West,Tamil Nadu,852709,INDIVIDUAL,PAN,cg8878fCmq,Commercial,4,4/18/2025,4/21/2025,4/22/2025,Approved,5801,Anaya Lalla,Installation completed
534,Lakshit Seshadri,Female,West,Tamil Nadu,743167,JOINT,PAN,by5204RWqR,Commercial,2,5/21/2025,5/26/2025,5/27/2025,Approved,2744,Farhan Thaker,KYC failed
535,Krish Karnik,Male,West,Tamil Nadu,992966,JOINT,AADHAR,bB6280NQrl,Commercial,10,5/26/2025,6/1/2025,6/6/2025,Approved,8641,Trisha Madan,Documents Verification in progress
536,Mannat Rau,Male,South,Tamil Nadu,392879,JOINT,PASSPORT,ob7711rEqG,Residential,7,6/30/2025,7/9/2025,7/13/2025,Pending,6998,Ryan Dada,KYC failed
537,Hridaan Koshy,Male,West,Tamil Nadu,73577,INDIVIDUAL,PAN,Vq8359ndYV,Commercial,3,7/19/2025,7/24/2025,7/28/2025,Pending,4725,Manikya Majumdar,KYC failed
538,Fateh Dani,Female,South,Tamil Nadu,433367,JOINT,PAN,xM5653rHrI,Commercial,4,6/25/2025,7/1/2025,7/5/2025,Connection Released,8650,Tejas Reddy,Documents Verification in progress
539,Abram Dewan,Female,North,Tamil Nadu,711220,JOINT,PAN,oz8048bXPx,Commercial,4,6/17/2025,6/20/2025,6/23/2025,Rejected,1047,Amani Borra,Documents Verification in progress
540,Biju Datta,Male,East,Tamil Nadu,145522,INDIVIDUAL,PASSPORT,yo8383Yyqy,Commercial,6,5/17/2025,5/24/2025,5/29/2025,Approved,7847,Ivana Goel,KYC failed
541,Aarush Kashyap,Female,South,Tamil Nadu,89483,JOINT,VOTER_ID,vO9450ZJSx,Residential,8,6/21/2025,6/26/2025,6/28/2025,Approved,3509,Krish Sanghvi,Installation completed
